,Unnamed: 0,R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought.seconds.,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO.TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought.seconds.,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO.TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,R_odds,B_odds
3712,3713,Melvin Guillard,Jeremy Stephens,Josh Rosenthal,2010-09-25,"Indianapolis, Indiana, USA",Red,False,Lightweight,3,0,2,0,6.111111111111111,4.77777777777778,5.22222222222222,4.33333333333333,32.8888888888889,12.1111111111111,20.3333333333333,11.666666666666698,48.22222222222221,19.888888888888896,0.555555555555556,4.11111111111111,3.44444444444444,0.222222222222222,0.666666666666667,58.4444444444444,28.111111111111104,0.46333333333333293,0.33333333333333304,1.44444444444444,1.0,0.455555555555555,81.55555555555559,49.6666666666667,2,4,4.888888888888889,3.6666666666666696,4.33333333333333,2.6666666666666696,40.5555555555556,13.1111111111111,8.888888888888891,5.111111111111111,43.6666666666667,12.555555555555598,0.111111111111111,5.22222222222222,4.66666666666667,4.33333333333333,0.555555555555556,53.77777777777779,20.888888888888896,0.3766666666666671,1.88888888888889,3.3333333333333304,1.44444444444444,0.30444444444444396,87.3333333333333,50.3333333333333,22,674.777777777778,0,0,1,1,2,0,1,5,Orthodox,172.72,180.34,145,0,2,0,3.2727272727272703,2.18181818181818,3.2727272727272703,1.8181818181818201,24.4545454545455,7.454545454545451,7.90909090909091,4.18181818181818,30.0909090909091,9.27272727272727,0.6363636363636359,2.2727272727272703,2.0,0.272727272727273,0.18181818181818202,35.636363636363605,13.4545454545455,0.381818181818182,0.0909090909090909,1.45454545454545,1.1818181818181799,0.477272727272727,38.0909090909091,15.8181818181818,2,4,2.09090909090909,1.09090909090909,2.7272727272727297,1.45454545454545,17.5454545454545,3.7272727272727297,2.3636363636363598,1.0,18.9090909090909,3.90909090909091,0.0,1.6363636363636398,1.1818181818181799,1.6363636363636398,0.0909090909090909,22.6363636363636,6.18181818181818,0.315454545454545,0.7272727272727271,4.72727272727273,1.8181818181818201,0.46545454545454495,41.8181818181818,23.818181818181802,18,361.545454545455,0,0,1,1,4,0,1,7,Orthodox,175.26,172.72,155.0,24.0,27.0,-105,-105
3713,3714,CB Dollaway,Joe Doerksen,Jeff Malott,2010-09-25,"Indianapolis, Indiana, USA",Red,False,Middleweight,3,0,1,0,5.0,3.5714285714285694,4.85714285714286,2.42857142857143,27.714285714285698,11.4285714285714,2.42857142857143,1.28571428571429,27.714285714285698,9.714285714285712,0.14285714285714302,2.28571428571429,1.85714285714286,1.85714285714286,0.28571428571428603,35.0,15.142857142857098,0.5228571428571429,1.7142857142857097,4.71428571428571,1.7142857142857097,0.39857142857142897,53.71428571428571,32.8571428571429,1,5,6.0,5.28571428571429,8.142857142857139,5.571428571428571,30.857142857142897,13.714285714285701,23.571428571428598,14.857142857142902,53.571428571428605,26.0,0.5714285714285711,3.0,2.85714285714286,3.0,0.857142857142857,62.571428571428605,34.1428571428571,0.5671428571428571,1.14285714285714,2.71428571428571,2.0,0.545714285714286,86.42857142857142,56.428571428571395,18,642.428571428571,0,0,0,0,0,2,0,2,Orthodox,182.88,190.5,185,0,2,0,6.66666666666667,4.33333333333333,4.83333333333333,2.8333333333333304,11.333333333333302,3.5,13.0,6.5,21.1666666666667,7.83333333333333,0.0,1.33333333333333,0.666666666666667,2.0,0.33333333333333304,29.1666666666667,12.833333333333302,0.4216666666666671,0.833333333333333,3.3333333333333304,2.1666666666666696,0.551666666666667,49.8333333333333,32.0,2,2,3.8333333333333304,3.0,3.1666666666666696,1.16666666666667,14.333333333333302,5.83333333333333,2.3333333333333304,1.0,14.666666666666698,4.33333333333333,0.166666666666667,1.33333333333333,0.666666666666667,0.33333333333333304,0.33333333333333304,19.8333333333333,8.0,0.338333333333333,1.6666666666666698,0.833333333333333,0.33333333333333304,0.22166666666666698,37.0,23.1666666666667,10,409.333333333333,1,0,0,2,1,1,0,4,Orthodox,187.96,193.04,185.0,32.0,27.0,-255,235
3714,3715,Matt Mitrione,Joey Beltran,Herb Dean,2010-09-25,"Indianapolis, Indiana, USA",Red,False,Heavyweight,3,0,2,0,1.0,0.0,13.5,9.5,81.0,42.0,10.5,8.0,102.0,57.5,0.0,2.0,2.0,0.0,0.5,105.0,59.5,0.52,0.0,0.0,0.0,0.0,133.5,86.0,2,0,4.5,2.0,11.0,7.5,65.0,23.5,7.0,6.5,77.0,34.5,0.0,1.5,1.0,1.5,0.0,83.0,37.5,0.41,0.0,8.5,1.5,0.19,88.5,42.5,5,645.5,0,0,0,1,1,0,0,2,Orthodox,185.42,190.5,185,0,2,0,4.5,4.5,8.0,5.0,23.5,11.5,13.5,12.5,32.5,17.0,0.5,8.0,7.5,1.0,0.0,45.0,29.0,0.595,2.0,0.0,0.0,0.0,56.0,40.0,2,0,4.5,1.0,2.5,2.0,17.0,5.0,0.5,0.5,13.5,5.0,0.0,2.0,1.5,1.5,0.0,20.0,7.5,0.375,0.5,4.5,2.5,0.575,24.5,12.0,4,437.0,0,0,0,0,2,0,0,2,Switch,190.5,200.66,265.0,28.0,32.0,-174,164
3719,3720,Nate Marquardt,Rousimar Palhares,Herb Dean,2010-09-15,"Austin, Texas, USA",Red,False,Middleweight,3,0,3,0,1.4,0.8,2.0,1.0,14.4,5.8,6.2,3.4,20.6,9.0,0.0,0.6,0.4,2.6,0.6,22.6,10.2,0.27,1.6,5.8,2.2,0.46399999999999997,53.6,35.2,3,1,0.6,0.4,2.4,0.8,18.4,6.2,8.8,4.6,28.4,11.0,0.2,0.6,0.2,0.6,0.0,29.6,11.6,0.39799999999999996,0.6,0.6,0.6,0.4,38.8,20.6,10,500.4,0,0,0,1,0,3,0,4,Orthodox,172.72,180.34,170,1,0,0,5.90909090909091,4.545454545454549,8.90909090909091,6.454545454545451,30.9090909090909,13.8181818181818,11.727272727272698,7.36363636363636,39.545454545454504,17.818181818181802,0.7272727272727271,6.09090909090909,5.27272727272727,1.72727272727273,0.272727272727273,51.545454545454504,27.6363636363636,0.552727272727273,0.9090909090909091,2.7272727272727297,1.90909090909091,0.563636363636364,63.7272727272727,38.9090909090909,4,3,2.6363636363636402,1.54545454545455,2.45454545454545,0.9090909090909091,28.9090909090909,8.90909090909091,6.545454545454549,4.27272727272727,30.7272727272727,9.27272727272727,0.272727272727273,4.545454545454549,3.2727272727272703,1.0,0.0909090909090909,37.9090909090909,14.090909090909099,0.338181818181818,0.36363636363636404,3.0,0.9090909090909091,0.23454545454545497,70.5454545454545,43.8181818181818,25,586.727272727273,1,0,0,3,3,2,0,8,Orthodox,182.88,187.96,185.0,30.0,31.0,-235,215
3720,3721,Efrain Escudero,Charles Oliveira,Kerry Hatley,2010-09-15,"Austin, Texas, USA",Blue,False,Lightweight,3,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,0.75,2.0,0.0,0.0,0.0,4.0,3.0,1,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1,41.0,0,0,0,0,0,1,0,1,Orthodox,177.8,187.96,155,0,1,0,4.5,2.75,18.5,8.5,57.0,18.25,8.25,5.0,66.0,19.25,0.75,13.25,9.75,1.25,0.25,83.75,31.75,0.4,0.5,3.25,2.0,0.4675,102.25,49.0,2,1,6.25,3.0,4.75,2.25,54.25,10.5,6.25,3.5,54.75,10.25,0.0,4.25,3.0,1.25,0.25,65.25,16.25,0.2425,0.75,1.5,0.75,0.1875,91.75,41.5,10,683.75,1,0,0,2,1,0,0,3,Orthodox,175.26,177.8,155.0,20.0,24.0,-155,145
3721,3722,Jim Miller,Gleison Tibau,Jon Schorle,2010-09-15,"Austin, Texas, USA",Red,False,Lightweight,3,0,2,0,1.6363636363636398,1.09090909090909,2.3636363636363598,1.45454545454545,30.5454545454545,5.545454545454549,12.272727272727302,6.81818181818182,42.636363636363605,11.909090909090901,0.0909090909090909,0.9090909090909091,0.818181818181818,4.18181818181818,0.0909090909090909,45.1818181818182,13.8181818181818,0.35545454545454597,0.9090909090909091,7.0,4.36363636363636,0.592727272727273,80.9090909090909,45.8181818181818,3,4,6.09090909090909,4.545454545454549,4.0,3.09090909090909,36.1818181818182,11.6363636363636,5.545454545454549,2.81818181818182,33.636363636363605,8.72727272727273,0.0909090909090909,6.0,4.27272727272727,0.0909090909090909,0.0909090909090909,45.7272727272727,17.5454545454545,0.327272727272727,0.272727272727273,1.1818181818181799,0.272727272727273,0.143636363636364,72.8181818181818,42.454545454545496,25,633.090909090909,0,0,0,4,1,2,0,7,Southpaw,177.8,180.34,155,0,4,0,6.71428571428571,4.142857142857141,8.85714285714286,5.14285714285714,49.71428571428571,13.285714285714299,17.571428571428598,9.714285714285712,63.71428571428571,18.7142857142857,0.28571428571428603,5.71428571428571,5.28571428571429,3.28571428571429,0.28571428571428603,76.1428571428571,28.142857142857103,0.36571428571428605,2.0,4.28571428571429,2.28571428571429,0.405714285714286,104.57142857142901,53.571428571428605,4,1,6.428571428571429,4.71428571428571,5.14285714285714,3.14285714285714,40.2857142857143,10.4285714285714,3.5714285714285694,2.0,41.5714285714286,9.85714285714286,0.0,1.0,1.0,1.14285714285714,0.42857142857142894,49.0,15.5714285714286,0.297142857142857,0.42857142857142894,1.85714285714286,0.857142857142857,0.261428571428571,77.71428571428571,43.0,18,699.714285714286,0,0,0,3,1,2,0,6,Southpaw,172.72,180.34,155.0,26.0,27.0,-125,115
3722,3723,Cole Miller,Ross Pearson,Herb Dean,2010-09-15,"Austin, Texas, USA",Red,False,Lightweight,3,0,3,0,20.0,16.0,38.6666666666667,27.0,96.6666666666667,34.6666666666667,1.33333333333333,0.666666666666667,105.333333333333,37.0,0.0,11.333333333333302,9.33333333333333,0.666666666666667,0.33333333333333304,136.666666666667,62.3333333333333,0.46,0.0,2.6666666666666696,0.33333333333333304,0.33333333333333304,156.333333333333,80.6666666666667,3,0,13.333333333333302,9.0,26.0,16.6666666666667,101.0,16.3333333333333,1.0,0.33333333333333304,104.666666666667,18.3333333333333,0.0,10.0,6.0,0.33333333333333304,0.33333333333333304,128.0,33.3333333333333,0.3,0.0,3.0,0.666666666666667,0.133333333333333,147.0,51.0,8,792.666666666667,1,0,0,2,0,0,1,3,Orthodox,172.72,175.26,155,0,1,0,5.857142857142861,2.85714285714286,6.142857142857139,3.0,35.5714285714286,6.28571428571429,8.71428571428571,5.428571428571429,43.0,10.7142857142857,0.14285714285714302,1.57142857142857,1.14285714285714,2.14285714285714,0.857142857142857,50.428571428571395,14.714285714285701,0.284285714285714,2.42857142857143,0.7142857142857142,0.28571428571428603,0.14285714285714302,61.28571428571429,24.857142857142897,2,2,2.42857142857143,1.57142857142857,5.71428571428571,2.85714285714286,25.571428571428598,9.285714285714288,9.14285714285714,5.71428571428571,33.1428571428571,12.5714285714286,0.42857142857142894,4.85714285714286,3.71428571428571,0.5714285714285711,0.42857142857142894,40.4285714285714,17.8571428571429,0.41142857142857103,0.0,1.28571428571429,0.857142857142857,0.5714285714285711,62.0,37.5714285714286,12,423.0,0,0,0,1,1,3,0,5,Orthodox,185.42,187.96,145.0,25.0,26.0,190,-210
3723,3724,Yves Edwards,John Gunderson,Kerry Hatley,2010-09-15,"Austin, Texas, USA",Red,False,Lightweight,3,0,1,0,2.5,2.5,2.0,0.5,22.5,4.0,20.0,11.5,40.0,12.5,0.0,2.0,1.0,3.5,0.0,44.5,16.0,0.275,2.0,4.5,2.5,0.75,83.5,51.5,1,1,1.5,0.5,2.0,0.5,14.5,2.0,14.0,9.0,25.5,9.0,0.0,3.5,2.0,7.0,0.5,30.5,11.5,0.29,3.5,4.0,3.5,0.925,51.0,30.0,6,900.0,0,0,0,1,0,0,0,1,Orthodox,175.26,175.26,155,2,0,0,5.1,4.2,7.9,5.8,27.6,10.9,7.4,4.1,31.3,10.7,0.5,6.5,5.9,1.3,0.4,42.9,20.8,0.5329999999999999,0.8,0.4,0.2,0.15,61.5,37.8,6,4,3.4,2.4,5.0,3.9,23.5,5.7,7.1,4.3,27.6,7.9,0.0,4.6,3.6,1.4,0.6,35.6,13.9,0.37200000000000005,0.8,6.3,1.9,0.268,62.8,38.1,23,624.4,0,0,1,1,3,1,0,6,Southpaw,175.26,185.42,155.0,31.0,33.0,105,-125
3724,3725,Jared Hamman,Kyle Kingsbury,Jon Schorle,2010-09-15,"Austin, Texas, USA",Blue,False,Light Heavyweight,3,0,1,0,6.5,4.5,8.5,5.0,46.5,9.0,5.0,3.5,43.5,7.0,0.0,10.0,6.0,1.5,0.0,60.0,17.5,0.35,0.0,3.0,1.0,0.165,132.5,88.5,1,1,6.5,3.5,9.5,3.5,31.5,13.0,9.5,6.0,36.0,13.5,0.0,8.0,5.5,1.5,0.5,50.5,22.5,0.51,0.0,11.5,4.0,0.305,87.5,57.5,6,900.0,0,0,1,0,0,0,0,1,Orthodox,193.04,193.04,205,0,1,0,11.0,9.5,12.5,5.5,23.5,5.5,34.5,22.0,56.5,20.5,0.5,3.0,3.0,2.5,1.5,70.5,33.0,0.415,0.0,1.0,1.0,0.5,133.5,91.0,1,1,2.0,1.5,9.5,6.0,23.0,8.5,12.0,5.5,42.5,18.5,0.5,0.0,0.0,0.5,0.5,44.5,20.0,0.385,0.5,6.5,5.5,0.42,53.5,26.5,4,470.5,0,0,0,1,0,0,0,1,Orthodox,190.5,190.5,185.0,28.0,28.0,-185,160
3725,3726,Tomasz Drwal,David Branch,Herb Dean,2010-09-15,"Austin, Texas, USA",Blue,False,Middleweight,3,1,0,0,6.0,6.0,12.0,12.0,27.0,8.0,0.0,0.0,28.0,10.0,0.0,5.0,4.0,0.0,0.0,39.0,20.0,0.51,0.0,2.0,0.0,0.0,60.0,40.0,0,1,0.0,0.0,3.0,2.0,28.0,5.0,6.0,3.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,37.0,10.0,0.27,0.0,5.0,5.0,1.0,39.0,11.0,3,755.0,0,0,0,0,0,0,0,0,Orthodox,185.42,198.12,185,1,0,0,2.2,1.6,13.0,6.4,36.4,11.8,7.6,4.8,51.4,18.0,0.2,3.4,3.4,1.6,0.0,57.0,23.0,0.364,0.2,3.0,1.8,0.544,63.2,28.4,3,2,4.0,3.0,8.4,4.8,25.2,9.4,0.2,0.0,26.8,9.6,0.2,3.0,1.6,0.0,0.0,33.8,14.2,0.316,0.4,1.4,0.0,0.0,35.2,15.4,7,276.2,0,0,0,0,2,1,0,3,Orthodox,185.42,193.04,205.0,28.0,28.0,-155,135
3728,3729,Brian Foster,Forrest Petz,Herb Dean,2010-09-15,"Austin, Texas, USA",Red,False,Welterweight,3,2,0,0,19.0,12.166666666666698,12.0,7.5,85.6666666666667,20.3333333333333,4.83333333333333,2.6666666666666696,79.8333333333333,15.0,0.833333333333333,3.6666666666666696,3.3333333333333304,0.666666666666667,0.33333333333333304,102.5,30.5,0.32,0.0,1.16666666666667,1.16666666666667,0.33333333333333304,132.333333333333,57.8333333333333,1,4,6.0,4.33333333333333,10.0,5.66666666666667,46.5,15.333333333333302,8.66666666666667,5.83333333333333,51.5,15.333333333333302,0.166666666666667,7.66666666666667,7.16666666666667,2.6666666666666696,0.0,65.1666666666667,26.8333333333333,0.39833333333333293,1.16666666666667,7.0,2.3333333333333304,0.21666666666666698,105.5,63.3333333333333,16,799.666666666667,0,0,0,2,0,0,0,2,Orthodox,175.26,180.34,170,1,0,0,2.6666666666666696,1.6666666666666698,3.0,1.0,28.6666666666667,5.33333333333333,12.333333333333302,6.66666666666667,39.6666666666667,10.3333333333333,0.0,1.6666666666666698,1.0,1.33333333333333,0.0,44.0,13.0,0.26,0.33333333333333304,2.3333333333333304,1.0,0.5,57.6666666666667,26.3333333333333,1,2,2.3333333333333304,1.6666666666666698,2.3333333333333304,1.6666666666666698,21.6666666666667,4.33333333333333,5.0,2.6666666666666696,26.3333333333333,6.66666666666667,0.0,0.33333333333333304,0.33333333333333304,1.6666666666666698,0.0,29.0,8.66666666666667,0.28666666666666696,1.0,2.3333333333333304,1.33333333333333,0.36,41.0,20.0,5,325.0,0,0,0,0,1,0,0,1,Orthodox,175.26,180.34,170.0,34.0,26.0,-240,200
3729,3730,Frankie Edgar,BJ Penn,Herb Dean,2010-08-28,"Boston, Massachusetts, USA",Red,True,Lightweight,5,1,0,0,7.64705882352941,7.0,12.6470588235294,9.76470588235294,50.82352941176471,22.2352941176471,12.0588235294118,8.647058823529411,64.64705882352939,30.647058823529395,0.294117647058824,3.23529411764706,3.0,2.35294117647059,0.0588235294117647,75.52941176470591,40.6470588235294,0.6035294117647061,0.647058823529412,1.94117647058824,1.23529411764706,0.39117647058823496,119.117647058824,82.6470588235294,3,6,8.17647058823529,5.76470588235294,7.941176470588241,4.94117647058824,55.3529411764706,16.470588235294098,9.176470588235288,6.058823529411759,56.23529411764711,15.823529411764698,0.0,8.05882352941176,5.882352941176469,1.05882352941176,0.3529411764705879,72.47058823529409,27.470588235294105,0.374117647058824,0.11764705882352902,6.705882352941179,1.29411764705882,0.283529411764706,111.05882352941201,64.0588235294118,50,824.117647058824,10,0,0,1,5,4,1,11,Orthodox,175.26,177.8,155,0,4,0,12.375,8.875,10.125,6.75,76.5,24.375,26.375,16.75,94.375,35.375,0.0,6.25,3.625,2.5,0.125,113.0,47.875,0.455,0.25,8.25,3.625,0.3125,147.375,79.625,4,1,5.75,3.75,7.0,3.25,90.25,20.125,0.875,0.625,89.5,17.75,0.0,2.875,2.5,0.375,0.0,98.125,24.0,0.26,0.625,4.125,2.0,0.2575,111.125,35.375,23,841.875,1,0,0,5,1,1,0,7,Orthodox,167.64,172.72,145.0,31.0,28.0,248,-270
3731,3732,Demian Maia,Mario Miranda,Herb Dean,2010-08-28,"Boston, Massachusetts, USA",Red,False,Middleweight,3,0,1,0,5.5,3.5,5.0,2.5,19.0,7.0,27.5,19.5,41.0,21.5,0.5,5.0,4.0,2.5,0.0,51.5,29.0,0.53,0.0,1.5,1.5,0.5,128.5,82.0,1,1,1.0,0.5,1.0,0.5,19.5,7.5,3.0,1.5,22.0,9.0,1.0,0.5,0.0,0.0,0.0,23.5,9.5,0.325,0.0,0.0,0.0,0.0,24.0,10.0,3,418.0,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,185,1,0,0,2.875,1.625,2.875,1.625,17.625,4.875,8.875,5.5,25.25,9.625,0.0,1.25,0.75,2.25,0.375,29.375,12.0,0.45375,1.125,5.0,1.375,0.3675,53.5,31.625,5,2,4.25,1.875,1.375,1.0,27.25,10.25,6.5,3.0,23.875,7.25,0.25,7.0,5.125,0.25,0.25,35.125,14.25,0.4575,0.5,0.375,0.125,0.125,46.125,25.0,17,510.25,1,0,0,1,0,5,0,6,Southpaw,185.42,182.88,170.0,31.0,32.0,-210,190
3732,3733,Kenny Florian,Gray Maynard,Mario Yamasaki,2010-08-28,"Boston, Massachusetts, USA",Blue,False,Lightweight,3,0,7,0,7.25,5.625,5.875,3.25,50.5,14.5,11.875,6.125,60.375,18.0,0.25,0.625,0.25,3.5,0.375,68.25,23.875,0.4125,0.875,3.625,2.75,0.62875,92.125,45.375,7,1,6.875,3.25,6.875,3.25,77.5,19.625,1.25,0.5,72.125,14.625,0.0,6.625,5.5,0.375,0.25,85.625,23.375,0.24125,0.25,2.375,0.375,0.2125,113.375,47.625,21,718.5,0,0,2,4,1,0,0,7,Orthodox,175.26,177.8,155,0,2,0,6.642857142857139,5.14285714285714,6.357142857142861,4.142857142857141,36.4285714285714,11.642857142857098,16.7142857142857,9.785714285714288,49.1428571428571,17.7142857142857,0.0714285714285714,3.71428571428571,2.71428571428571,2.64285714285714,0.0714285714285714,59.5,25.571428571428598,0.475,0.857142857142857,3.78571428571429,1.5,0.4771428571428571,93.3571428571429,57.071428571428605,6,3,5.5,2.71428571428571,8.5,4.78571428571429,30.0,6.5,10.7142857142857,6.5,39.9285714285714,12.642857142857098,0.0,3.78571428571429,2.42857142857143,1.5,0.0,49.21428571428571,17.7857142857143,0.340714285714286,0.42857142857142894,3.21428571428571,1.07142857142857,0.252142857142857,70.0714285714286,37.2857142857143,31,568.428571428571,3,0,0,1,2,7,1,11,Southpaw,177.8,187.96,145.0,31.0,34.0,-140,130
3733,3734,Nate Diaz,Marcus Davis,Yves Lavigne,2010-08-28,"Boston, Massachusetts, USA",Red,False,Welterweight,3,0,1,0,6.53846153846154,4.53846153846154,6.46153846153846,4.692307692307691,36.0,13.8461538461538,5.0,3.5384615384615397,36.8461538461538,14.076923076923098,0.384615384615385,4.07692307692308,3.4615384615384603,1.15384615384615,0.0,47.461538461538495,22.076923076923105,0.508461538461538,0.923076923076923,1.84615384615385,0.8461538461538459,0.28923076923076896,72.4615384615385,45.6153846153846,6,4,6.307692307692309,4.30769230769231,8.615384615384611,4.769230769230769,34.0,10.2307692307692,9.0,4.0,38.8461538461538,9.23076923076923,0.153846153846154,6.46153846153846,5.46153846153846,0.923076923076923,0.23076923076923103,51.6153846153846,19.0,0.383076923076923,0.23076923076923103,1.07692307692308,0.8461538461538459,0.369230769230769,66.23076923076921,32.153846153846196,25,482.0,0,0,1,1,3,4,0,9,Southpaw,177.8,177.8,170,0,1,0,6.4,3.7,8.3,5.9,52.2,14.4,5.6,3.8,55.1,16.4,0.2,4.6,4.0,1.0,0.2,66.1,24.1,0.424,1.3,3.3,1.2,0.428,98.2,53.4,5,3,4.7,3.2,10.7,6.0,26.5,7.3,11.7,6.9,37.8,11.0,0.1,6.4,6.0,1.4,0.4,48.9,20.2,0.42,0.9,4.5,2.4,0.418,61.1,31.7,21,547.5,1,0,1,0,1,5,0,7,Southpaw,182.88,193.04,170.0,37.0,25.0,-190,175
3735,3736,Andre Winner,Nik Lentz,Josh Rosenthal,2010-08-28,"Boston, Massachusetts, USA",Blue,False,Lightweight,3,0,1,0,23.3333333333333,19.3333333333333,21.3333333333333,11.333333333333302,104.333333333333,36.0,20.3333333333333,14.0,110.0,32.3333333333333,0.0,12.666666666666698,9.66666666666667,4.33333333333333,0.0,146.0,61.3333333333333,0.4333333333333329,2.0,10.6666666666667,4.0,0.46,187.0,99.3333333333333,1,1,8.33333333333333,5.33333333333333,18.6666666666667,9.0,86.3333333333333,25.0,5.0,2.0,96.0,26.0,0.33333333333333304,5.66666666666667,4.66666666666667,0.0,0.33333333333333304,110.0,36.0,0.316666666666667,0.666666666666667,4.66666666666667,1.6666666666666698,0.243333333333333,149.333333333333,69.6666666666667,9,900.0,0,0,0,2,0,0,0,2,Orthodox,172.72,172.72,155,0,2,0,18.3333333333333,10.0,20.6666666666667,18.3333333333333,82.0,21.0,1.33333333333333,1.0,75.0,20.3333333333333,0.666666666666667,10.6666666666667,10.0,0.0,0.0,104.0,40.3333333333333,0.4433333333333329,0.0,0.666666666666667,0.0,0.0,125.0,61.0,2,1,17.6666666666667,12.333333333333302,32.6666666666667,21.0,74.0,24.6666666666667,0.0,0.0,76.6666666666667,23.3333333333333,0.0,12.333333333333302,10.0,0.0,0.0,106.666666666667,45.6666666666667,0.3866666666666671,0.0,4.33333333333333,0.0,0.0,123.333333333333,61.6666666666667,7,667.333333333333,1,0,0,1,1,0,0,2,Orthodox,180.34,185.42,155.0,26.0,28.0,-115,105
